Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
21b93a7d-ddfc-48e7-a779-b15f27e8a8af,2024-11-01,2024-08-11,Second Class,eb1c59d6-d470-49a0-8c25-f4feca79804f,Consumer,Port Matthew,Indiana,Central,Furniture,Chairs,Quickly Product,828.59,6,0.26,482.34
0a620d6a-f3ff-4877-85fe-18a67717e1c4,2024-03-18,2024-07-15,Standard Class,8175d5ea-e157-4122-9b45-00636afe60c4,Home Office,West Samantha,Illinois,Central,Furniture,Tables,Visit Product,529.49,8,0.27,377.92
b5e12606-fa91-406d-927e-0765942cc17b,2024-06-16,2024-04-10,Second Class,c1c179ec-c774-4267-bdba-5b16932b5e77,Home Office,Melanietown,West Virginia,Central,Furniture,Appliances,Themselves Product,777.49,7,0.13,-157.99
e72ca18b-5e25-4407-97b9-60870f5a8ef8,2024-08-03,2024-05-29,First Class,caf7d698-d596-4bd9-a880-7b8c1c7f1d53,Consumer,New Robert,Arkansas,West,Furniture,Storage,Off Product,242.08,8,0.38,63.36
fd8ff0ee-4ba4-466d-9b00-ef3b4c635ab4,2024-04-29,2024-05-15,Second Class,63f63778-1f73-4e2e-b0cd-38ede39f7826,Corporate,East Robinville,Washington,Central,Furniture,Storage,Build Product,351.63,3,0.38,447.91
686e4a0a-098c-4471-9841-8c0513d8a1b6,2024-04-30,2024-04-20,Second Class,007cfb53-8250-4638-ba4e-9a1ad2ccdb28,Home Office,West Rodney,Arizona,West,Office Supplies,Accessories,Put Product,39.8,4,0.29,152.13
cb25c43a-9799-447b-97eb-af9fd0735c05,2024-03-26,2024-07-09,First Class,019ff1c0-71c5-429b-ad69-98b478715932,Corporate,Port Daniel,New York,West,Furniture,Phones,Night Product,961.88,6,0.11,263.48
37e0f47e-9e94-4480-9216-716e35472320,2024-04-26,2024-07-18,Same Day,651f03f1-68cd-4223-8d78-6038e73910ff,Corporate,Sherryberg,Arkansas,South,Office Supplies,Binders,Matter Product,671.19,7,0.05,438.82
c0edf147-4432-4fec-a749-1b0d443c0e33,2024-07-17,2024-08-18,Second Class,54b3cb0a-affc-445b-b245-aa7dce818fc6,Home Office,Andrewchester,Hawaii,West,Office Supplies,Chairs,Might Product,933.87,9,0.03,411.66
3f2bf50b-94af-4411-b521-7c446eeaf240,2024-04-19,2024-02-16,Same Day,05ef540f-0632-49ab-a29a-f0898a4ad5b2,Corporate,Livingstonport,Kentucky,East,Office Supplies,Tables,Inside Product,272.84,1,0.3,151.27
ca17c678-6c24-4ed8-b3b8-0e68202f6556,2024-02-28,2024-08-22,Second Class,8ff17cda-0e2e-47fa-8179-baa08405920b,Home Office,North Anthony,Michigan,West,Technology,Binders,Soldier Product,615.35,8,0.41,106.35
90a4bb3c-2a18-4430-8aed-f37f866fdcf4,2024-01-22,2024-01-13,Same Day,41001ff5-ccd8-4fcd-9e6d-c28693c29700,Corporate,South Jameston,North Dakota,South,Technology,Tables,Explain Product,681.71,8,0.43,37.78
8c0667fc-306b-4e48-ac99-051b5189dab8,2024-10-26,2024-07-17,First Class,33938400-3550-42db-8cac-0e21e887469b,Home Office,South Samuel,Tennessee,West,Office Supplies,Appliances,Brother Product,324.37,6,0.23,303.31
c8b8e501-a813-4dff-83c7-5647e3f58b11,2024-07-13,2024-02-21,Second Class,8314c4ee-8c9f-4f8b-b8ea-eda5084eb72a,Consumer,North Eric,Virginia,East,Technology,Appliances,Magazine Product,849.63,4,0.39,0.89
360f8927-0248-4165-a1e5-f940ea1ae1a8,2024-07-16,2024-06-13,First Class,0449b1cd-6d7a-484a-8005-3ef68bec66da,Home Office,Johnsonberg,Kansas,East,Furniture,Binders,Change Product,947.69,3,0.47,-25.08
ec44e9ce-8aff-4b27-ae1a-f9c4b791fb7e,2024-08-11,2024-06-22,Second Class,efc8355b-eb48-4247-a682-4788703a203a,Home Office,New Samantha,New Jersey,East,Furniture,Binders,Recognize Product,886.01,3,0.14,49.37
754cacac-0b1c-4592-ba1e-5830028e10e4,2024-01-30,2024-02-04,First Class,ca7019e9-b176-41c3-b199-316d0edda120,Home Office,South Amanda,Washington,South,Office Supplies,Binders,Meet Product,741.68,6,0.2,-75.95
696004ac-5ac5-49bc-9972-0d702fea15fe,2024-08-23,2024-01-26,First Class,fc9aadf9-9f63-4e8c-b260-c0a439145cb8,Home Office,North Mary,Delaware,South,Furniture,Tables,Unit Product,284.69,8,0.47,286.58
39cfef7d-d472-4417-93ed-bf0e3d772737,2024-06-17,2024-03-23,Second Class,00369415-4657-4c98-900f-7de133b1d416,Corporate,South Susanstad,Missouri,Central,Office Supplies,Bookcases,Director Product,288.8,7,0.17,231.37
7a1acbd5-6e87-4f48-8770-772775ba3821,2024-07-21,2024-04-29,Second Class,407be772-8d73-4433-824b-18650d402a4f,Consumer,New Michael,Oklahoma,South,Office Supplies,Binders,Range Product,963.73,1,0.46,138.01
2e1131c5-150c-4fd6-bce5-69a14f82283b,2024-02-05,2024-09-29,Second Class,cb000a1d-c766-4c24-b09e-795e60c4b1d1,Home Office,Douglasview,Connecticut,East,Furniture,Phones,Tonight Product,20.18,6,0.49,73.23
63c1d4d2-3890-4029-a0d3-2c98757ca5d7,2024-02-21,2024-08-11,Standard Class,fce8a087-3c09-4c9b-a76f-f99e38576617,Corporate,Lake Billy,Kentucky,East,Technology,Chairs,Scientist Product,718.89,7,0.33,436.34
c012390f-bb23-40e4-a39e-c9e83bc6211d,2024-10-27,2024-06-17,Same Day,22b30089-f183-469d-8665-9b27894c9708,Consumer,New Jasmine,Utah,South,Furniture,Chairs,Art Product,709.18,7,0.41,-179.61
5ec68237-0bf1-4ed4-8274-942351047dcd,2024-08-04,2024-06-07,Standard Class,1a8ec9cd-d885-45a3-afcf-c52b7e6bc5ed,Consumer,Evanstown,Oklahoma,West,Furniture,Tables,Manager Product,626.46,9,0.37,338.38
80a32f8d-14ff-49de-b660-302022b9f604,2024-04-15,2024-03-10,Standard Class,c801775e-03d2-402c-bf98-2ba89f2b7cb8,Consumer,Robbinsland,Missouri,South,Office Supplies,Binders,Edge Product,990.21,5,0.35,431.34
db6a42cb-2c2c-41c7-bddb-f92689f7fc09,2024-05-16,2024-06-07,First Class,a8061e14-8395-4de5-8317-8c981695d617,Consumer,Mariefort,New York,South,Office Supplies,Accessories,Call Product,318.76,1,0.15,112.45
4a1c535b-884a-465a-a2d8-9e07f9cb7801,2024-10-18,2024-11-05,Second Class,6950b33d-5ccf-4310-9b9c-79d0f3f4d571,Home Office,Ricardostad,Connecticut,East,Office Supplies,Storage,Trip Product,346.57,2,0.03,185.48
735430ae-8867-47b4-a5a7-6d59fb62aa19,2024-03-25,2024-07-13,Same Day,46dfe4ec-75dc-4f06-af72-28a41f6c032f,Home Office,Amyfort,Nevada,Central,Office Supplies,Bookcases,Work Product,88.15,4,0.17,461.12
62d73368-f482-4c86-86fc-4c310e28f44a,2024-09-28,2024-03-08,First Class,ad4b049a-24f5-4fa7-ad1b-aeefdc3cc7fe,Corporate,Silvachester,New Jersey,East,Technology,Phones,Heavy Product,448.37,5,0.33,-51.41
bfb64615-9a8b-440c-9948-f17424049ddd,2024-07-18,2024-01-16,Standard Class,15ca0904-ab00-45e0-9de1-0b142650709b,Corporate,New Beverly,Idaho,Central,Technology,Accessories,Open Product,268.44,9,0.05,164.09
96d344c5-23ac-4d8d-b01f-25b53cbd9348,2024-04-10,2024-01-08,Second Class,428f856c-96b5-4031-a142-a19016f64284,Corporate,North Crystal,New Hampshire,East,Technology,Appliances,Fact Product,349.95,1,0.01,132.3
978eb99e-df73-4be8-9fe4-098d3e54fad1,2024-09-29,2024-03-12,First Class,406f6c56-730e-4033-aad1-72c8d6873f81,Consumer,Oliverchester,Missouri,South,Office Supplies,Accessories,Painting Product,836.23,3,0.07,-19.13
a76f3a9b-f131-47cb-8b0d-ae9d61506249,2024-02-24,2024-09-05,Second Class,e87972bc-bf92-473c-8e16-6201d9c9fbbc,Consumer,East Jonathanside,Georgia,East,Office Supplies,Tables,Likely Product,936.13,5,0.36,373.02
d963fc00-42e5-4821-8b37-7a45117d1199,2024-10-18,2024-06-21,First Class,79808baf-9a60-4ddb-9648-a625cd57a1b2,Home Office,Janefurt,Texas,East,Office Supplies,Bookcases,Raise Product,193.88,3,0.49,429.72
7e7a5965-0204-4217-9bdf-a371d523bb89,2024-01-25,2024-06-19,Second Class,1182e671-ed34-44cf-acd8-3e8c283127aa,Consumer,Port Brian,New Mexico,East,Technology,Paper,Street Product,378.78,4,0.49,347.35
c51b6c56-548b-4900-8ae1-ddeed51eb7be,2024-08-09,2024-04-10,Standard Class,b3f6ad20-ae59-48d9-9791-22c6b3f50904,Consumer,Klinebury,Arkansas,South,Office Supplies,Paper,Same Product,929.34,3,0.25,-63.25
e57c3898-7b4c-4e4a-a1da-bddce9e34b01,2024-09-09,2024-04-27,Same Day,dc0a5e7a-3a8b-49e2-bbd1-8f9e70191398,Consumer,Port Sharon,Indiana,South,Furniture,Binders,Beat Product,71.19,4,0.43,-139.28
ff03160d-d22c-413e-b23c-6ab539c6c099,2024-01-29,2024-01-18,Standard Class,64a81fe8-154a-40e4-b8e9-bc70c06469bc,Corporate,New Adamview,Missouri,South,Furniture,Binders,Theory Product,101.44,1,0.37,223.81
2a5bc520-b585-40b2-97de-557703594dd6,2024-02-18,2024-10-12,Same Day,06007f6d-bbf8-45db-b511-021644b4d84c,Corporate,North Susanfurt,Utah,South,Office Supplies,Tables,Hope Product,171.16,8,0.25,-160.03
b8382db6-b0c7-4981-96ef-f0acb6fb1539,2024-06-12,2024-07-02,Second Class,b3a88c90-4ce2-4ce1-898c-16baa770c28a,Home Office,West Josephstad,Florida,Central,Furniture,Binders,See Product,599.26,4,0.29,270.98
2a6c5278-76bf-4586-a72e-1214c38cc7cd,2024-02-24,2024-01-15,First Class,16fb5307-df36-488c-be7f-f336cd29612d,Consumer,New Jenniferville,Illinois,Central,Furniture,Storage,Exist Product,158.97,7,0.07,171.3
a55d3b81-5707-4e6f-956d-55f991e6881a,2024-09-05,2024-09-03,Standard Class,f2507665-1b75-445d-b437-832808e2adfb,Consumer,Amyville,Tennessee,West,Technology,Bookcases,Operation Product,968.4,2,0.47,263.95
19615c0a-fdec-4e43-90b9-f95a87ecc131,2024-02-16,2024-08-08,Same Day,388bcf91-4f81-4702-9d79-3252d54b376a,Home Office,West Jacob,Missouri,South,Office Supplies,Tables,Myself Product,452.25,2,0.18,213.12
fd675d92-8c4b-4fc9-b8c4-9c0d26d54e89,2024-01-09,2024-07-15,Standard Class,7f455c11-855f-43f4-9e74-83d8e08024fc,Consumer,West Heather,Montana,Central,Office Supplies,Chairs,Family Product,506.5,6,0.22,95.89
633e18fc-5391-46a4-9243-0215bfd376e6,2024-03-14,2024-09-15,Same Day,3da562d0-cfdf-4910-b80c-002f8e2e6af1,Consumer,New Kristinstad,Wyoming,East,Technology,Appliances,Civil Product,254.19,2,0.34,-59.39
f442d530-47dd-49b5-a68d-de50faa983eb,2024-03-06,2024-05-24,Standard Class,e978596f-8e1d-4992-b106-f5595d630b4d,Corporate,Gavinfort,New Jersey,South,Furniture,Tables,Again Product,476.25,6,0.17,13.99
16b29e9c-a91b-4399-ab0e-e086d56f74d8,2024-09-22,2024-02-19,Same Day,771b74e0-48d2-45eb-a8d5-3ffa294a28e7,Home Office,Rogerside,Virginia,West,Furniture,Tables,Smile Product,665.29,2,0.13,167.15
404ff44f-dc31-4786-9aaa-fe93f2a966a3,2024-02-07,2024-08-13,Same Day,32e6a4ac-3d25-4b77-81f8-f4213c2ec862,Home Office,Butlerchester,Nebraska,West,Office Supplies,Paper,Central Product,753.67,4,0.32,256.31
bdc512a8-3f07-45ac-ba31-5e1cf533cff7,2024-07-01,2024-06-24,Second Class,f4dab4fc-5995-4378-a026-745aeb8374d0,Home Office,Port Sheena,Louisiana,West,Furniture,Phones,Expect Product,756.33,7,0.01,345.64
6e1552c2-0793-47c9-b3cd-0caa6df64e8f,2024-03-07,2024-01-09,Same Day,621e6f96-b311-4557-8d5b-1ba126f58ecc,Home Office,North Darlene,South Dakota,East,Technology,Phones,World Product,582.11,8,0.36,337.02
ab081272-fa6a-4e03-86a7-9675e78d8dff,2024-10-16,2024-10-02,Second Class,2906f732-010d-43f7-a682-fa3e147a7e93,Corporate,Prestonville,New York,Central,Technology,Storage,Enough Product,905.32,3,0.26,480.88
2850f5e1-68dc-4a01-a46d-9c1cd72f2e11,2024-11-03,2024-06-23,Same Day,b0853c25-323c-495b-94f4-e5ffcf93f7c8,Corporate,North Kristinborough,Louisiana,East,Office Supplies,Chairs,Political Product,819.23,9,0.3,0.09
90ed7ccb-b2fb-4ad5-903b-394f5d6ce779,2024-10-03,2024-07-03,First Class,279addd8-93c4-4772-a641-4dda07e928bb,Consumer,Martineztown,West Virginia,South,Technology,Paper,Daughter Product,759.48,2,0.32,-150.22
04b405d3-1d99-4ee2-83f8-098448fdc47e,2024-02-08,2024-02-26,First Class,579aafe3-e6fd-48ad-b770-416e1efaeafb,Consumer,Lake Martha,Texas,West,Technology,Chairs,Bill Product,65.05,8,0.26,41.96
d2c5c92b-db3d-46a9-adee-221c5c9e8ec0,2024-05-01,2024-11-08,First Class,4ffa1b81-5134-408c-94f2-1dde296c940a,Consumer,Lake Katrina,Arizona,East,Office Supplies,Storage,Late Product,16.81,8,0.29,320.31
9d072906-d562-40bd-81dd-30492ad5bf70,2024-01-22,2024-03-18,Same Day,5ad6bc7c-d295-456f-801b-05222c69441d,Consumer,West Audrey,Oregon,East,Technology,Phones,Every Product,220.32,4,0.34,106.68
b3dc0ae7-52fd-4c03-a2af-ed6abda8ac83,2024-05-30,2024-01-08,Second Class,244a0c3d-6fc8-4953-bbe0-48c0d6853bfb,Corporate,Francischester,Idaho,Central,Technology,Tables,People Product,666.89,1,0.38,372.45
afcee4ab-9569-4906-af21-59520bec0672,2024-06-23,2024-06-11,Second Class,f7845da7-15d8-4ecd-ae1f-9b4ebc006732,Home Office,Chaveztown,Virginia,Central,Technology,Binders,Prepare Product,417.09,1,0.36,184.53
5596e211-570c-455e-9a15-6095ddab7c5a,2024-05-27,2024-01-13,Same Day,dc4b8b53-92e9-4e51-b0f7-fa90f72a38ab,Corporate,East Lisamouth,Minnesota,West,Furniture,Binders,Customer Product,408.38,2,0.43,450.85
52729281-3360-40ea-ac4e-b6a27d115de5,2024-01-06,2024-10-18,First Class,c79488b6-4507-4334-bdd2-a0af1a9e0480,Consumer,Chandlerbury,Connecticut,East,Office Supplies,Accessories,From Product,885.74,9,0.09,463.5
4916f8a0-a9f5-47dc-a66e-846b9e829848,2024-02-04,2024-02-06,First Class,68299a3f-3895-4087-a3d8-d5ac81398ef8,Corporate,Port Angela,South Carolina,East,Office Supplies,Appliances,Foot Product,896.61,2,0.2,-151.49
0d126473-139f-481e-beb4-37216f822491,2024-03-14,2024-03-15,Second Class,d44a1ff6-2760-48c4-9553-8cc493fe0e58,Home Office,Cheyennetown,Mississippi,Central,Office Supplies,Storage,War Product,910.08,2,0.47,119.49
9ac212fa-67a6-4c08-b38f-0140d3d6f0ac,2024-01-13,2024-07-17,First Class,48cc2555-eaea-4355-bd42-bb6a32182aec,Home Office,North Michelle,Pennsylvania,East,Furniture,Appliances,Notice Product,320.74,6,0.2,226.78
ec13b69c-5fa5-43f6-88bd-21480892b34b,2024-01-20,2024-01-26,Standard Class,6526a4a8-46f5-4ca9-83b9-5988f9021ecd,Corporate,Kennethberg,Michigan,East,Furniture,Appliances,Score Product,694.15,7,0.06,-20.89
7a42662a-aaea-48e6-a0e1-d4445a1b3f45,2024-07-17,2024-07-04,Second Class,ccb2dd04-30b3-4cd6-9217-94bba8d42176,Corporate,East Amanda,Pennsylvania,East,Office Supplies,Phones,Camera Product,278.92,7,0.26,84.95
464c790e-2888-4436-8c74-d52f55c269a3,2024-03-02,2024-04-21,First Class,b1b5a539-706e-4f1f-8ffd-ed9233102b4e,Corporate,Laurenfurt,Mississippi,Central,Furniture,Phones,First Product,198.7,9,0.05,274.38
c7ed64f5-758b-408b-84b2-20f474538343,2024-02-07,2024-05-27,Second Class,3f62ac0b-2c41-41b5-9f92-9f01bc7f9f2c,Consumer,Jerryborough,Oregon,West,Office Supplies,Tables,Father Product,192.79,6,0.1,-41.29
155602cf-369e-4906-94a6-c6b9b28c332d,2024-04-29,2024-01-28,Standard Class,a1db792f-528a-48a3-a376-73e38423c577,Corporate,Port Williamstad,Tennessee,South,Furniture,Paper,Challenge Product,348.69,8,0.5,221.39
8c1c7bb2-3e2a-4a4a-9492-bbe24a8f3ddb,2024-11-04,2024-02-03,Second Class,9ec63b94-f0c8-404f-9c17-6af1e7916510,Corporate,East Karen,Colorado,West,Technology,Phones,Likely Product,435.66,6,0.27,288.21
d94f0fd1-1f4e-4427-ad85-e20228d9dabb,2024-01-25,2024-08-08,Second Class,723893e5-541c-4ef2-ac46-9952412c4695,Corporate,Jonathanport,Vermont,South,Technology,Binders,Series Product,832.64,2,0.14,-136.65
ac485dc6-3c9f-4f43-8f1c-5b21783facf1,2024-10-12,2024-08-30,Second Class,e82472e4-1584-4ede-a59b-9960d6204ef8,Home Office,West Darlenetown,Delaware,East,Office Supplies,Appliances,Between Product,128.69,1,0.5,148.27
b080ad0a-fba9-462c-925d-f09955136c37,2024-04-19,2024-05-05,Second Class,ec8a7ede-239b-4144-a18f-c0eb2bb6f308,Home Office,Port Richard,Utah,West,Furniture,Accessories,Husband Product,737.58,5,0.48,-15.84
b214a387-ddcb-42d1-a3a2-fbb65eb05b5b,2024-08-15,2024-10-03,Standard Class,323bd439-e1f1-4c47-a14f-b1f209d1cd2b,Consumer,North John,Alaska,South,Furniture,Bookcases,Without Product,536.14,9,0.22,307.07
84236ce8-a2a2-4989-875c-2ad904a31c76,2024-08-30,2024-03-31,Same Day,50d6321a-ca66-4244-a93a-074704059f71,Consumer,East Jamesport,Connecticut,Central,Technology,Storage,Particular Product,295.07,8,0.13,-67.31
9b3174a8-db14-4215-8895-9a74613d0326,2024-08-10,2024-01-11,Second Class,993df85d-1eb8-4183-a125-698ea1507547,Home Office,Johnsonmouth,Florida,Central,Technology,Accessories,They Product,497.89,4,0.42,424.57
20f5bcbb-b835-4e9d-b82e-0bcfb2b8831a,2024-01-28,2024-03-03,Second Class,eecd7b16-03a2-472a-97ce-90ffc7c78dda,Home Office,Lake Luis,Kansas,West,Furniture,Binders,Ground Product,306.94,5,0.36,101.66
133a95b8-4387-4cc3-bf32-23ed786da384,2024-01-03,2024-07-04,First Class,6d40d932-632e-4cf9-b7b2-ec874e35bb03,Home Office,West Lancechester,Idaho,West,Furniture,Phones,According Product,600.12,5,0.34,-61.4
905a5ebf-68e7-4b4a-9bcb-285d31c52275,2024-05-20,2024-04-19,Second Class,bc16f656-3a4d-45e6-8764-f71d247c11cd,Corporate,Rodriguezville,Illinois,East,Furniture,Paper,Lead Product,439.51,6,0.45,106.62
3ee050ed-04cd-4381-9303-4ff5a81a4c09,2024-08-01,2024-05-26,First Class,f7fd763d-ffdd-42e3-b2d6-eb80ac03a07d,Corporate,Brandonland,North Carolina,West,Furniture,Tables,Main Product,172.76,3,0.34,86.12
35813931-7c9a-4286-83a6-d641b65a9afb,2024-06-03,2024-05-19,Same Day,4ca5a037-a0f9-4679-9baf-ddcc7474d7a1,Home Office,Jenniferton,South Carolina,East,Furniture,Bookcases,Charge Product,125.42,5,0.14,100.24
7eb5b4bf-29c4-4850-8752-ecc45eac189e,2024-09-14,2024-01-09,Standard Class,d1cadeb5-4cbc-4116-9aa2-a9a802488e8b,Corporate,Wagnerburgh,Mississippi,East,Furniture,Chairs,Radio Product,551.23,2,0.35,209.89
6cac4464-fd1c-4c75-a585-e9e648b1e5a3,2024-04-06,2024-05-16,Standard Class,89e33abe-b9a7-4006-80f7-2068512cfbc3,Corporate,Millerport,Arkansas,Central,Office Supplies,Accessories,Perform Product,903.39,1,0.15,164.82
64b26931-5477-47f9-a35c-6c5bd983b553,2024-01-04,2024-03-05,Same Day,a9638829-c0fb-415b-a4f4-1389217116d9,Consumer,Lake Michaelland,Kentucky,Central,Furniture,Paper,Various Product,350.52,1,0.38,-95.16
66b323d2-97a5-44f8-9252-d93ce82731d6,2024-10-16,2024-06-10,Standard Class,d252a4d4-9034-48b2-9ec3-ee6767192782,Home Office,Robertshire,Missouri,South,Technology,Chairs,Audience Product,735.67,7,0.31,-154.09
157b1e74-7763-4beb-a9be-9e61f4e21627,2024-04-29,2024-05-14,Same Day,be5b2e31-1b16-42fe-a845-a70f169cf376,Home Office,East Danielville,Iowa,Central,Office Supplies,Bookcases,Amount Product,662.07,2,0.04,310.59
1793a2e7-4b30-492a-86c1-f2fd2dfa9d76,2024-04-01,2024-08-02,Same Day,4b36aaa3-84ea-41fa-9107-9a16685f18ff,Corporate,Victoriaville,Pennsylvania,Central,Furniture,Storage,Off Product,932.24,4,0.26,191.8
dda76219-d07c-41c4-8ec1-b5eb3dc1cf3a,2024-10-31,2024-09-09,Same Day,ded9ff1f-29ec-4de2-9616-949f1f6250b8,Home Office,North Michelle,Michigan,West,Technology,Storage,Pattern Product,822.77,5,0.17,51.3
044b54c0-12cb-4f0f-8771-ba843c5e4f7d,2024-08-17,2024-09-08,Standard Class,1955e3ff-8f84-41a2-8f39-548a2b0cbcae,Consumer,New Gary,South Carolina,Central,Office Supplies,Appliances,Many Product,570.94,7,0.16,365.85
51fb0a53-31ba-468c-b6fb-3aac1e0f957e,2024-10-05,2024-06-28,First Class,e0c0337d-4f39-4272-8476-dbe89525da86,Consumer,North Devin,West Virginia,South,Technology,Bookcases,Join Product,660.46,2,0.3,71.64
4ba327e2-0617-4f12-9ec9-a1a10c2ae307,2024-02-01,2024-10-02,Same Day,542d0d98-3798-489f-b7be-0ac69e81f3d6,Consumer,Jakeview,Maryland,West,Furniture,Bookcases,Degree Product,899.4,6,0.16,357.18
5f783524-b4b8-48a0-b446-10a53559f195,2024-02-09,2024-09-13,Second Class,1f99432e-607d-486b-85df-e6a13c8291f9,Home Office,East Peggybury,Kentucky,South,Furniture,Chairs,Debate Product,405.52,1,0.39,14.03
a3a95d5f-fb27-4e9d-ad99-e84af3daaa89,2024-02-23,2024-02-28,Standard Class,b1b6f350-eeea-486f-b48e-d609628d7de3,Home Office,Amberfort,Arizona,Central,Furniture,Paper,Result Product,333.53,7,0.04,-149.01
3be3fe69-0e87-438b-b6e8-04e074c57980,2024-04-25,2024-08-17,Same Day,feb072ac-f673-4a5d-a97f-71a6bafdb30b,Home Office,East Paige,West Virginia,South,Furniture,Chairs,Return Product,20.7,9,0.33,452.85
db4eb36e-dd9d-4040-b099-8d3e1699e245,2024-06-17,2024-10-29,Same Day,46d43a36-8dda-44c8-be49-67fdb2e2d10b,Home Office,Gutierrezville,Montana,West,Office Supplies,Tables,Fear Product,828.29,5,0.4,76.19
1de720a1-48b2-4db6-995e-0d96db75eac9,2024-01-31,2024-05-10,Second Class,f1887bac-556d-4639-be16-a19f61d653a0,Home Office,Port Latoya,New Mexico,East,Office Supplies,Storage,Enjoy Product,802.97,5,0.34,354.88
6a23a2d1-86b0-4e4f-8003-c996839a2c2c,2024-09-16,2024-04-26,First Class,dbd32cfa-78c8-41b5-a1d7-fa66e9b7caee,Consumer,Port Tammyborough,New Jersey,South,Technology,Storage,Management Product,113.41,4,0.25,-4.6
7f4d5944-e127-4c8b-8c04-e2aa99b51cf8,2024-10-10,2024-10-14,First Class,6006f858-3df5-4fa2-9d8b-01b35355a7d5,Corporate,Claudiahaven,Arkansas,South,Furniture,Appliances,Economic Product,581.09,3,0.48,252.46
02163c96-d630-4198-b079-a500142aeb77,2024-06-22,2024-01-20,First Class,453ba534-f46e-45c0-a8cb-3c4480d5cc5d,Consumer,Lake Albertberg,Iowa,West,Technology,Tables,Scene Product,469.34,9,0.15,411.32
3ed96bd5-4e57-43b5-8b44-a2a3f0d0b231,2024-08-15,2024-01-24,Same Day,1e09f55d-f327-4ece-b1cc-31740b5590a6,Home Office,North Cindyton,Oklahoma,West,Office Supplies,Storage,Happy Product,127.52,5,0.01,-170.85
b47aa50e-94ff-494a-80ce-89fee05cb2d0,2024-05-19,2024-05-15,Same Day,4df3a826-a471-418b-b104-55bcb51c0e62,Consumer,Grahamton,North Dakota,South,Furniture,Chairs,Range Product,980.76,8,0.22,381.45
595ac1d4-809b-4b17-9326-4480d28f00d9,2024-09-18,2024-07-11,Same Day,872ea6e5-9329-433e-b382-6444a6913826,Home Office,North Deborah,Minnesota,Central,Furniture,Tables,Watch Product,222.55,9,0.02,199.93
bf9f9c23-86cf-4993-bd91-f120036d8570,2024-01-11,2024-08-23,Standard Class,427b7d48-c93a-48f5-8c8b-329cfe0b03ca,Home Office,West Shelbyfort,Washington,South,Office Supplies,Chairs,Spring Product,76.56,5,0.48,225.23
f1d4a7d9-5bad-499f-93ad-5c2ebcdacaa7,2024-04-06,2024-01-19,Second Class,bc246c13-900d-4e53-8818-0ed79a8c4b5c,Consumer,Stoneland,Utah,West,Office Supplies,Storage,Early Product,598.9,9,0.1,166.21
7de3a618-c0e5-497a-8b21-827728a8b7c6,2024-08-30,2024-08-14,Same Day,80fe00b8-3941-4946-8225-551ca9fee226,Home Office,Lake Meagan,Kentucky,East,Office Supplies,Storage,Road Product,741.48,2,0.39,412.13
a6f4fec2-9850-4aac-ae26-67b187517216,2024-08-12,2024-02-25,Second Class,8cac414d-3b80-429c-8b5b-590c1136b63e,Corporate,East Jonathanview,Mississippi,East,Office Supplies,Paper,Much Product,42.12,9,0.39,-169.6
8a8301b9-fd0f-4dfc-9271-d34a5f7f5f17,2024-09-03,2024-11-06,Second Class,79bfe191-d213-46e2-986d-2a8dd3187d5b,Home Office,New Caleb,Iowa,Central,Office Supplies,Accessories,Require Product,662.13,4,0.11,-17.28
7c2baee3-727c-4779-a4c5-dca53960cfe7,2024-08-19,2024-06-29,First Class,3a3911a6-a450-4ff7-b067-5c38c7fedcd4,Corporate,Calvinbury,Rhode Island,South,Furniture,Accessories,Ago Product,536.97,6,0.31,413.03
c79ea368-fc1d-411a-aef6-9db7cf84c9fc,2024-08-26,2024-06-02,Standard Class,2dcd43ed-9a69-478d-ba4f-6a860f983b00,Corporate,Blaketon,Alaska,East,Office Supplies,Appliances,Investment Product,112.23,6,0.02,326.64
e4112961-9824-47e0-b780-8484ed4d244b,2024-10-29,2024-11-02,Same Day,17be7142-b2b0-4385-8c7e-d154aca62c71,Home Office,Herbertfort,Maine,South,Furniture,Chairs,Local Product,180.8,6,0.24,-187.65
b0d98fcd-5cc6-40b3-b25c-787437b7442d,2024-10-02,2024-01-16,First Class,42f2e58b-321f-4c13-ab0f-3d679af3134e,Consumer,New Misty,Nevada,West,Furniture,Chairs,Able Product,572.29,2,0.01,161.9
fc882a9d-3d53-4566-8ba6-24249d78dfa1,2024-03-25,2024-05-08,First Class,e8bb31f9-e279-4058-b7af-8ddced3da214,Corporate,Hillton,Kentucky,East,Office Supplies,Binders,By Product,303.39,7,0.46,170.7
5f852d96-3b6a-4968-9100-a42aec0deb82,2024-08-20,2024-01-17,Same Day,1e3fc0c5-b7d4-481b-b18d-9bdbcd0b4731,Consumer,New Michaelside,South Dakota,Central,Office Supplies,Tables,Economy Product,938.93,6,0.49,80.62
473cc1e0-d500-4c3d-91a3-7cd82eae65b3,2024-09-29,2024-07-18,Second Class,06dfd00b-2be3-47d8-9c62-59970ad11213,Corporate,Salinasborough,Wisconsin,West,Furniture,Phones,Experience Product,820.55,1,0.11,8.18
